id,date,state,district,market,commodity,variety,min_price_quintal,max_price_quintal,modal_price_quintal,arrivals,original_unit,original_price,source,source_url,data_status,quality_flag,generation_method,observation_frequency,min_price_kg,max_price_kg,modal_price_kg
1702,2025-11-29,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1776,2103,1884,214,Quintal,1884,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.76,21.03,18.84
1703,2025-11-30,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1722,2065,1946,340,Quintal,1946,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.22,20.65,19.46
1704,2025-12-01,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1791,2188,1968,155,Quintal,1968,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.91,21.88,19.68
1705,2025-12-02,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1703,2145,1896,454,Quintal,1896,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.03,21.45,18.96
1706,2025-12-03,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1718,2082,1877,492,Quintal,1877,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.18,20.82,18.77
1707,2025-12-05,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1768,2176,1897,210,Quintal,1897,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.68,21.76,18.97
1708,2025-12-06,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1708,2069,1869,262,Quintal,1869,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.08,20.69,18.69
1709,2025-12-07,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1638,2117,1859,340,Quintal,1859,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.38,21.17,18.59
1710,2025-12-08,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1727,2128,1852,45,Quintal,1852,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.27,21.28,18.52
1711,2025-12-10,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1730,2146,1940,179,Quintal,1940,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.3,21.46,19.4
1712,2025-12-11,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1682,2154,1928,152,Quintal,1928,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.82,21.54,19.28
1713,2025-12-12,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1621,1984,1831,165,Quintal,1831,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.21,19.84,18.31
1714,2025-12-13,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1728,2141,1908,33,Quintal,1908,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.28,21.41,19.08
1715,2025-12-14,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1575,1981,1850,240,Quintal,1850,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.75,19.81,18.5
1716,2025-12-15,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1717,2133,1855,152,Quintal,1855,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.17,21.33,18.55
1717,2025-12-16,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1720,1990,1885,385,Quintal,1885,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.2,19.9,18.85
1718,2025-12-18,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1604,1947,1792,69,Quintal,1792,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.04,19.47,17.92
1719,2025-12-19,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1756,2224,1976,547,Quintal,1976,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.56,22.24,19.76
1720,2025-12-20,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1670,1937,1762,129,Quintal,1762,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.7,19.37,17.62
1721,2025-12-21,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1631,2135,1872,57,Quintal,1872,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.31,21.35,18.72
1722,2025-12-22,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1674,2021,1816,34,Quintal,1816,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.74,20.21,18.16
1723,2025-12-23,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1596,2017,1848,226,Quintal,1848,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.96,20.17,18.48
1724,2025-12-24,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1678,1980,1778,85,Quintal,1778,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.78,19.8,17.78
1725,2025-12-25,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1558,1918,1716,86,Quintal,1716,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.58,19.18,17.16
1726,2025-12-26,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1607,2056,1870,246,Quintal,1870,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.07,20.56,18.7
1727,2025-12-27,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1618,2093,1842,113,Quintal,1842,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.18,20.93,18.42
1728,2025-12-28,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1696,1942,1805,83,Quintal,1805,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.96,19.42,18.05
1729,2025-12-29,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1530,2008,1757,91,Quintal,1757,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.3,20.08,17.57
1730,2025-12-30,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1636,1980,1755,206,Quintal,1755,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.36,19.8,17.55
1731,2025-12-31,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1653,1935,1744,179,Quintal,1744,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.53,19.35,17.44
1732,2026-01-01,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1582,1953,1771,232,Quintal,1771,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.82,19.53,17.71
1733,2026-01-02,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1566,2011,1777,148,Quintal,1777,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.66,20.11,17.77
1734,2026-01-03,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1623,2032,1776,58,Quintal,1776,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.23,20.32,17.76
1735,2026-01-04,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1887,2444,2185,223,Quintal,2185,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,18.87,24.44,21.85
1736,2026-01-05,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1536,1960,1780,85,Quintal,1780,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.36,19.6,17.8
1737,2026-01-06,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1562,1924,1744,200,Quintal,1744,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.62,19.24,17.44
1738,2026-01-07,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1514,2009,1766,7,Quintal,1766,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.14,20.09,17.66
1739,2026-01-08,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1682,2011,1792,345,Quintal,1792,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.82,20.11,17.92
1740,2026-01-09,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1656,1928,1784,301,Quintal,1784,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,16.56,19.28,17.84
1741,2026-01-10,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1561,1972,1765,164,Quintal,1765,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.61,19.72,17.65
1742,2026-01-11,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1555,2028,1776,262,Quintal,1776,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.55,20.28,17.76
1743,2026-01-12,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1591,1865,1687,293,Quintal,1687,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.91,18.65,16.87
1744,2026-01-13,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1589,2053,1815,350,Quintal,1815,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.89,20.53,18.15
1745,2026-01-14,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1491,1984,1747,250,Quintal,1747,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.91,19.84,17.47
1746,2026-01-15,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1526,1913,1701,261,Quintal,1701,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.26,19.13,17.01
1747,2026-01-17,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1546,1838,1657,291,Quintal,1657,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.46,18.38,16.57
1748,2026-01-18,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1471,1894,1694,119,Quintal,1694,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.71,18.94,16.94
1749,2026-01-19,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1528,1904,1778,194,Quintal,1778,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.28,19.04,17.78
1750,2026-01-20,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1589,1944,1691,114,Quintal,1691,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.89,19.44,16.91
1751,2026-01-21,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1495,1888,1704,285,Quintal,1704,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.95,18.88,17.04
1752,2026-01-22,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1563,1855,1733,457,Quintal,1733,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.63,18.55,17.33
1753,2026-01-23,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1542,1836,1695,77,Quintal,1695,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.42,18.36,16.95
1754,2026-01-24,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1751,2263,2028,115,Quintal,2028,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,17.51,22.63,20.28
1755,2026-01-25,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1483,1763,1675,41,Quintal,1675,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.83,17.63,16.75
1756,2026-01-26,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1473,1865,1680,304,Quintal,1680,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.73,18.65,16.8
1757,2026-01-27,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1557,1836,1694,189,Quintal,1694,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.57,18.36,16.94
1758,2026-01-28,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1481,1784,1611,215,Quintal,1611,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.81,17.84,16.11
1759,2026-01-29,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1378,1744,1591,136,Quintal,1591,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.78,17.44,15.91
1760,2026-01-31,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1478,1829,1655,229,Quintal,1655,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.78,18.29,16.55
1761,2026-02-01,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1525,1865,1669,57,Quintal,1669,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.25,18.65,16.69
1762,2026-02-02,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1435,1863,1684,605,Quintal,1684,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.35,18.63,16.84
1763,2026-02-03,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1514,1765,1612,319,Quintal,1612,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.14,17.65,16.12
1764,2026-02-05,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1416,1736,1604,451,Quintal,1604,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.16,17.36,16.04
1765,2026-02-06,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1469,1742,1551,300,Quintal,1551,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.69,17.42,15.51
1766,2026-02-07,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1339,1773,1568,22,Quintal,1568,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.39,17.73,15.68
1767,2026-02-08,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1506,1878,1637,18,Quintal,1637,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,15.06,18.78,16.37
1768,2026-02-09,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1358,1724,1536,60,Quintal,1536,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.58,17.24,15.36
1769,2026-02-10,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1399,1860,1626,159,Quintal,1626,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.99,18.6,16.26
1770,2026-02-11,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1394,1715,1557,132,Quintal,1557,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.94,17.15,15.57
1771,2026-02-12,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1360,1626,1508,296,Quintal,1508,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.6,16.26,15.08
1772,2026-02-13,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1355,1648,1547,213,Quintal,1547,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.55,16.48,15.47
1773,2026-02-14,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1451,1784,1609,290,Quintal,1609,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.51,17.84,16.09
1774,2026-02-15,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1459,1703,1574,210,Quintal,1574,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.59,17.03,15.74
1775,2026-02-16,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1458,1730,1589,267,Quintal,1589,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.58,17.3,15.89
1776,2026-02-17,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1402,1684,1584,193,Quintal,1584,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.02,16.84,15.84
1777,2026-02-18,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1353,1651,1552,394,Quintal,1552,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.53,16.51,15.52
1778,2026-02-19,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1483,1699,1564,474,Quintal,1564,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.83,16.99,15.64
1779,2026-02-20,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1444,1622,1542,165,Quintal,1542,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.44,16.22,15.42
1780,2026-02-21,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1368,1663,1496,200,Quintal,1496,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.68,16.63,14.96
1781,2026-02-22,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1392,1577,1469,49,Quintal,1469,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.92,15.77,14.69
1782,2026-02-23,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1284,1723,1504,174,Quintal,1504,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.84,17.23,15.04
1783,2026-02-24,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1485,1754,1587,364,Quintal,1587,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.85,17.54,15.87
1784,2026-02-25,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1382,1700,1519,358,Quintal,1519,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.82,17.0,15.19
1785,2026-02-26,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1395,1716,1582,234,Quintal,1582,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.95,17.16,15.82
1786,2026-02-27,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1435,1713,1600,124,Quintal,1600,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.35,17.13,16.0
1787,2026-02-28,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1362,1651,1511,145,Quintal,1511,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.62,16.51,15.11
1788,2026-03-01,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1383,1779,1574,290,Quintal,1574,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.83,17.79,15.74
1789,2026-03-02,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1353,1678,1496,101,Quintal,1496,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.53,16.78,14.96
1790,2026-03-03,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1275,1627,1495,263,Quintal,1495,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.75,16.27,14.95
1791,2026-03-05,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1337,1656,1474,249,Quintal,1474,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.37,16.56,14.74
1792,2026-03-06,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1266,1601,1451,114,Quintal,1451,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.66,16.01,14.51
1793,2026-03-07,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1340,1640,1500,105,Quintal,1500,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.4,16.4,15.0
1794,2026-03-08,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1402,1728,1527,365,Quintal,1527,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.02,17.28,15.27
1795,2026-03-09,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1297,1652,1519,191,Quintal,1519,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.97,16.52,15.19
1796,2026-03-10,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1334,1755,1547,120,Quintal,1547,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.34,17.55,15.47
1797,2026-03-11,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1424,1814,1593,237,Quintal,1593,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.24,18.14,15.93
1798,2026-03-12,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1373,1562,1461,160,Quintal,1461,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.73,15.62,14.61
1799,2026-03-13,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1415,1677,1535,370,Quintal,1535,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,14.15,16.77,15.35
1800,2026-03-14,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1298,1714,1517,264,Quintal,1517,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,12.98,17.14,15.17
1801,2026-03-15,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1362,1622,1460,160,Quintal,1460,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.62,16.22,14.6
1802,2026-03-16,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1344,1580,1449,89,Quintal,1449,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.44,15.8,14.49
1803,2026-03-17,Andhra Pradesh,Krishna,Vijayawada,Potato,Local,1344,1585,1447,335,Quintal,1447,VYAPTI Synthetic Data Engine,,SYNTHETIC,NORMAL,seasonality + historical distribution + stochastic variation,SYNTHETIC_DAILY,13.44,15.85,14.47
